,owner,company,address,type,capacity_MW,approval_date,prep_time,note
1478,김성훈 ,에너지메카 ,"강원도  삼척시  하장면  중봉리  산1,  도계읍  신리  산138,  삼척시  노곡면  주지 리  산9,  노곡면  상마읍리   산104,  삼척시  원덕읍  이천리  산322,  삼척시  가곡면  오목리  산21번지",풍력 ,201.0 nan,2019-07-19 ,2022-10-31 ,"일부  양도(삼척  노곡풍력),  용량변경 "
1479,이상득,지앤이에너지,강원도  영월군  상동읍  덕구리  산10-14일원,풍력,30.4,2019-07-19,2021-06-30,양수인가
1480,이수영 ,서해그린파워 ,경기도안산시단원구풍도리인 근 공 유 수 면 ( 지 점 1 : 3 7 ˚8`24.55``N126˚21`44.73``E       지점2:  37˚8  `  28.71  ``N 126˚24 `  1.16 ``E  지점3: 37˚8 `  7.89 ``N  126˚24 44.51 ``E  지점4: 37˚7 ` 33.73``N 126˚25 ` 20.70 ``E  지점5:  37˚5  `  59.76``N 126˚25      `  26.90  ``E 지점6:37˚5`30.36``N126˚2 4 ` 4 0 . 2 2 ` ` E 지 점 7 : 3 7 ˚4`33.24``N126˚23`22.86``E   지점8: 37˚4 ` 41.18``N 126˚21  `      49.24  ``E  지점9:  37˚5  `  2.08``N  126˚20  ` 57.90 ``E  지점10:  37˚5 ` 38.82``N  126˚20      `  31.13 ``E 지점11: 37˚6 ` 20.43``N 126˚20 ` 17.86 ``E    지점12:  37˚7  `  8.25``N 126˚20  `  28.83  ``E),`     풍력 ,200.0 nan,2019-07-19 ,2023-06-30 ,
1481,정회걸,빛고을메트로,광주시  동구  용산동  1-1외 1필지,신재생(태양광),3.49,2019-07-19,2022-07-31,
1482,박병일,영월그린에너지,"강원도  영월군  영월읍  팔괴리  1271,  1282,  1286번지",연 료 전 지(LNG),99.4,2019-07-19,2021-09-30,
1483,여운철,영월파워,강원도  영월군  상동읍  천평리  249번지  일원,연 료 전 지(LNG),20.1,2019-07-19,2023-12-31,
1484,김리하,천평에너지,강원도  영월군  상동읍  천평리  249번지  일원,연 료 전 지(LNG),10.2,2019-07-19,2023-12-31,
1485,김화준,상동제일에너지,강원도  영월군  상동읍  천평리  249번지  일원,연 료 전 지(LNG),20.1,2019-07-19,2023-12-31,
1486,이현호,옥천연료전지,충북  옥천군  옥천읍  옥천농공길  53-10,연 료 전 지(LNG),20.0,2019-07-19,2021-12-31,
1487,함  스테판  윤성,에스케이디앤디,"충북  음성군  금왕읍  오선리  524-2,  534-2",연 료 전 지(LNG),19.8,2019-07-19,2021-12-31,
1488,함  스테판  윤성,에스케이디앤디,충북  충주시  대소원면  영평리  744,연 료 전 지(LNG),60.0,2019-07-19,2022-12-31,
1489,김병숙,한국서부발전,경기도  화성시  남양읍  북양리  산51번지,연 료 전 지(LNG),19.8,2019-07-19,2020-12-31,양수인가
1490,최돈춘 ,파주에너지서 비스,서울시 강동구 아리수로87 신재생(연 길  206  (고덕동),료전지),19.8 nan,2019-07-19 ,2020-08-31 ,양수인가 
1491,정용수,영양윈드파워,충북  진천군  초평면  은암리  산35-4    일원(은암일반산업단지),신재생(연료전지),19.8,2019-07-19,2022-07-31,
1492,류두형,한화에너지,전남  여수시  산단중앙로 141-4(화치동)(한화에너지 여수공장  內),신재생(수소  연료전지),19.8,2019-07-19,2022-03-31,
1493,이상능,비금풍력발전,전남  신안군  비금면  구림리  39-10  등지,풍력,60.0,2019-07-19,2019-12-31,주식취득
1494,이용걸,비금풍력발전,전남  신안군  비금면  구림리  39-10  등지,풍력,60.0,2019-07-31,2021-12-31,"사업준비기간연장,대표자변경"
1495,,엠에스정밀,경북  경주시  외동읍  모화리  1700-1번지,신재생(바이오매스)(목질계),29.9,2018-09-11,2021-12-31,사업준비기간연장
1496,,엠에스정밀,경북  경주시  외동읍  모화리  1700-1번지,신재생(바이오매스)(목질계),29.9,2019-03-05,2021-12-31,법인번호  오기정정
1497,우종인,비에이치아이,경남  함안군  군북면  장지리  1407,신재생(목질계  바이오매스),20.0,2019-06-04,2021-07-31,사업준비기간연장
1498,김병태,영동연료전지발전,강원도  정선군  임계면  가목리  산8-1,풍력,5.0,2019-08-12,2019-12-31,대표자변경
1499,김재종,한일풍력발전,강원도  철원군  근남면  육단리  산88-1번지  일원,풍력,39.0,2019-08-12,2022-08-31 사업준비기간  연장,
1500,정해주 ,대관령풍력 ,강원도  평창군  대관령면 횡계리  산1-1,풍력 ,23.1 nan,2019-08-12 ,2022-10-31 ,사업준비기간  연장 
1501,이상호,후츠파개발,강원도  강릉시  왕산면  대기리  2214-195  외  3필지,풍력,20.0,2019-08-20,2022-11-30,사업준비기간  연장
1502,김병태,영동연료전지발전,강원도  고성군  토성면  원암리  427-1,풍력,5.0,2019-08-23,2019-12-31,대표자변경
1503,김영만,원주에너지,"강원도  원주시  문막읍  원문로 2047(반계리   2262-5,6,7)일원",열병합발전,32.3,2019-09-03,2022-12-31,사업준비기간연장
1504,김경두,원동풍력,"경남  양산시  원동면  내포리  산1-1일원,  화제리  산371,  산372-1일원",풍력,38.4,2019-09-05,2021-12-31,사업준비기간연장
1505,윤선우,창신풍력,"리 (전북  김제시  광활면  창제1474-15,1478-12,1480-16,   1483-27,1479-5,1481-11,1485-10,1276,1297,1207-11,1281,1194,1207-3)",신재생(풍력),39.0,2018-09-11,2019-12-31,사업장소  지번  일부변경 등
1506,이인규,이촌태양광발전,"전남  해남군  현산면  구시리 산 183-7번지, 산 183-17,  산183-18",태양광,25.0,2019-09-19,2021-09-30,사업준비기간연장
1507,이인규 ,이촌태양광발전 ,"전남  해남군  현산면  구시리  산225-12번지  일원(구시리  산 225-12, 356-3, 356-4, 356-6,  356-7, 356-8,  704-1,  704-5,  고현 리  산  40-1)",태양광 ,25.0 nan,2019-09-19 ,2021-12-31 ,사업준비기간연장 
1508,정진철,당진에코태양광발전,충남  당진시  석문면  교로3리  1026번지  외  203필지,태양광,9.798,2019-09-25,2021-04-30,상호  오기(당진에코파워→당진에코태양광발전) 수정
1509,장기태,가덕대항주민바람,부산시  강서구  대항동  산13-2번지  일대,풍력,19.2,2019-09-26,2021-09-30,사업준비기간연장
1510,윤선우,창신풍력,"리 (전북  김제시  광활면  창제1474-15,1478-12,1480-16,   1483-27,1479-5,1481-11,1485-10,1276,1297,1207-11,1281,1194,1207-3)",신재생(풍력),39.0,2018-09-27,2019-12-31,공급전압변경
1511,박식,동촌풍력발전,전북  고창군  상하면  용정리  1626번지외  27필지,풍력,24.75,2019-10-14,2022-10-31,준비기간연장
1512,김경두,고성풍력발전,강원도  고성군  간성읍  흘리  일원,신재생(풍력),100.0,2019-10-15,2022-12-31,"대표자변경,본점소재지변경,"
1513,김재종,명진풍력발전,"강원도  삼척시  하장면  어리  산65-2,  산105,  산104, 산122,  산122-3,  산93-1, 산94,    산85-1,  산104-4번지",풍력,42.0,2019-10-23,2020-07-31,일부  부지  제외
1514,김경구,영동항공영농,"경기도  양주시  남면  상수리 247, 247-1,  247-2, 248,  248-3",바 이 오 매스(목질계),9.99,2019-10-29,2022-12-31,사업준비기간  연장
1515,한국중 부발전사장,"한국중부발전 (서울복합 1,2호기)",서울시 마포구 당인동 1번 지  일원,LNG복합 화력,800.0 nan,2019-10-29 ,2020-03-31 ,사업준비기간  연장 
1516,김용재,파주그린에너지,경기도  파주시  파주읍  백석리  195-1번지  일원,신재생(SRF),9.9,2019-10-29,2022-10-31,사업준비기간연장
1517,손승우,이현에프씨피피,대구시  서구  이현동  산 117  번지  일원,연료전지(LNG),25.0,2019-10-29,2022-10-31,사업준비기간연장
1518,원남희,명성환경,광주시  서구  매월1로  50-4,폐기물  보일러  소각열,3.1,2019-10-29,2020-09-30,사업의내용변경(발전소명칭변경)
1519,최익환,삼환이엔씨,충남  아산시  인주면  금성리  산  45,신재생(바이오매스 우드칩),9.95,2019-10-29,2022-04-30,사업준비기간연장
1520,,논산바이오에너지,"충남  논산시  은진면  시묘리  777번지,연무읍  죽본리   815번지(동일일반산업단지內)",바이오매스  목질계,9.9,2019-10-29,2022-12-31,"사업준비기간연장,대표자변경,본점소재비변경"
1521,손영기,지에스이피에스,충남  당진시  송악읍  부곡공단로  241,신재생【바이오매스】,105.0,2019-10-29,2021-03-31,사업준비기간연장
1522,기경희,더윈드파워,"경북  포항시  남구  대송면 산여리  산8,  산33-1",풍력,60.0,2019-10-29,2022-12-31,사업준비기간연장
1523,박선식,에스더블유에너지,"전남  여수시  화양면  안포리  산67,  산117,산56-17, 산56-1",풍력,9.2,2019-10-29,2022-09-30,사업준비기간연장
1524,사장 ,한국남부발전 ,제주시 한림읍 동명리 620 ,LNG  또는 등유(LNG공급설비 용량증설시  까지),105.0 nan,2019-10-29 ,2019-12-31 ,사용연료변경(LNG→LNG 또는  등유)  변경
1525,류승보,에임슨파워,"경남  양산시  상북면  좌삼리  산54,산52,산52-1,  상삼리  산15,산14,산14-1,산13,산13-1",풍력,18.0,2019-10-29,2022-12-31,사업준비기간연장
1526,이상열,영암태양광발전,"전남  영암군  영암읍  한대리,  금정면  연소리,  연보리 일원",태양광,98.0,2019-10-29,2020-04-30,사업준비기간연장
1527,유주호,덕천에너지,충남  홍성군  은하면  구항남길  286-48,SRF(RDF) 유화유(연료비율 100%),9.0,2019-10-29,2021-12-31,사업준비기간연장
1528,선박해양플랜트연구소  대표(서상현),선박해양플랜트연구소,제주시  한경면  용수리  전역  3  km  해역,신재생(해양  파력),5.0,2019-10-29,2023-12-31,사업준비기간연장
1529,조기행,에스케이건설,서울시 강동구 고덕동 10-4  (고덕동),신재생(연료전지),19.8,2019-10-29,2021-12-31,사업준비기간연장
1530,김현남,영광열병합발전,전남  영광군  홍농읍  성산리  산1번지,신재생(SRF),9.9,2019-10-29,2022-12-31,사업준비기간연장
1531,조기행 ,서울  암사연 료전지  발전사업,서울시  강동구  아리수로  연료전지 131,(NG),19.8 nan,2019-10-29 ,2021-12-31 ,사업준비기간연장 
1532,정진철,당진에코파워,충남  당진시  석문면  교로3리  1026번지  외  203필지,태양광,9.798,2019-10-29,2021-04-30,상호(당진에코태양광발전→당진에코파워)  변경
1533,한정현,정선풍력발전,"강원도  정선군  신동읍  방제리 443-21,22,24,68,70,35,64 조동리  499-9",풍력,19.8,2019-11-08,2022-06-30,사업준비기간연장
1534,"정현철,정성원",빛고을운정태양광발전소,광주시  북구  운정동  627번지외  5필지,태양광,4.0,2019-08-19,2020-12-31,"대표자변경,사업준비기간연장"
1535,"정현철,정성원",빛고을운정태양광발전소,광주시  북구  운정동  627번지외  5필지,태양광,4.0,2019-08-19,2021-12-31,사업준비기간  연장
1536,황의정,포항에코랜드,경북  포항시  북구  신광면 기일리  산150-1외  9필지,풍력,96.6,2019-09-09,2022-08-31,사업준비기간  연장
1537,이재규,비학윈드캠퍼스,경북  포항시  북구  기북면 탑정리  산33  외  17필지,풍력,90.0,2019-09-09,2022-08-31,사업준비기간  연장
1538,정주호,평창운두령풍력,강원도  평창군  용평면  노동리  산1-2,풍력,27.6,2019-11-06,2020-12-31,사업준비기간연장
1539,조여진,케이에스파워,"경북  포항시  남구  오천읍 진전리  산31,  산27,  산6-1,장기면  산서리  산335번지",풍력,60.0,2019-07-31,2022-08-31,"대표자변경,사업준비기간연장"
1540,오대환,호랑에너지,인천시  서구  백범로  934번길  23,연료전지,9.6,2019-08-30,2021-08-30,사업준비기간연장
1541,오대환 ,호랑에너지 ,인천시  서구  백범로  934번 길  23,연료전지 ,9.6 nan,2019-08-30 ,2021-10-31 ,사업준비기간연장 
1542,정명림,현대일렉트릭앤에너지시스템,"경북  영천시  신녕면  화남리  산64,  군위군  고로면 화북리  산229-1번지  외  3필지",풍력,11.55,2019-07-31,2020-08-31,"대표자변경,사업준비기간연장"
1543,사장,한국동서발전,"경북  포항시  남구  장기면 두원리  산162임,  산162-1임,  산162-2임,  계원리  산87  일원",풍력,40.0,2019-10-30,2021-12-31,"용량변경,  사업준비기간연장"
1544,류상훈,율촌청정에너지,전남  광양시  광양읍  세풍리  2200,신재생(연료전지 등),110.4,2019-10-30,2021-06-30,주식취득인가
1545,최향예,대주에너지,"경북  경주시  산내면  내일리  763-1,산421-3번지",풍력,4.6,2019-10-30,2020-12-31,용량변경
1546,이희승,윈이엔에스,"경북  영덕군  영해면  대진리  산55,  산57,  산59,  산35",풍력,20.0,2019-10-30,2020-07-31,용량변경
1547,안재성,윈윈드파워,전남  신안군  증도면  우전리  일원,풍력,33.0,2019-10-30,2020-10-31,주식취득  인가
1548,김성훈,제이파워,"경남  산청군  신등면  모례리  산78-1,  산청읍  범학리 산31,  척지리  산134",풍력,36.8,2019-10-30,2022-10-31,공급전압변경
1549,이상업,씨에스에너지,강원도  삼척시  하장면  번천리  산57-2,풍력,26.4,2019-10-30,2021-04-30,공급전압변경
1550,이희승 ,산해그린에너지 ,"강원도  양구군  남면  원리 산2-1,  산1-1,  산110,  도촌 리  산1번지  일원",풍력 ,39.6 nan,2019-10-30 ,2022-04-30 ,용량변경 
1551,사장,한국동서발전,"경북  영덕군  영덕읍  삼계리  산38,  25,  40-1,    강구면  하저리  산101, 102, 103번지  일원",풍력,34.4,2019-10-30,2020-12-31,"용량변경,부지변경"
1552,김용진,한국동서발전 전남  여수시  월내동  1393,,신재생【목질계 바이오매스】,30.0,2019-10-30,2023-06-30,"용량변경,사업준비기간연장"
1553,이흥섭,SM영암파워,"전남  영암군  영암읍  학송리  산16,  농덕리  산46,  한대리  산45,  산53,  산55-15, 산55-3",풍력,95.2,2019-10-30,2022-12-31,"용량변경,사업준비기간연장"
1554,박범진,서순천풍력발전,전남  순천시  낙안면  창녕리  산113번지  등  20필지,풍력,29.7,2019-10-30,2020-12-31,사업장소변경
1555,오형식,에스디에프씨,전남  강진군  성전면  송학리  845-5(강진산단  內),연료전지(NG),19.8,2019-10-30,2022-04-30,용량변경
1556,김창휘,안좌스마트팜앤쏠라시티,전남  신안군  안좌면  내호리  및  구대리  일원,태양광,204.0,2019-10-30,2020-12-31,토지염분시험성적서를 ‘19년  12월까지  제출하는  조건으로    허가
1557,김철신,전남개발공사,전남  영광군  백수읍  일원 공유수면,풍력,4.3,2019-10-30,2023-09-30,
1558,신효철,익산팔봉클린에너지,전북  익산시  석암로  3길 80(팔봉동  837),연료전지(LNG),19.8,2019-10-30,2021-08-31,
1559,강창원,풍백풍력발전,경북  군위군  고로면  석산리  산19번지  일원  및  의성군  춘산면  금오리  산70번지  일원,풍력,84.0,2019-10-30,2022-07-31,"사업장소변경,사업명변경,양수인가"
1560,이상득,지앤이파워,"강원도  정선군  신동읍  가사리  산127,  산121-1",풍력,22.5,2019-10-30,2023-07-31,
1561,"서종현, 박종태",백구풍력발전,"강원도  삼척시  도계읍  늑구리  산19-1,  산10-1",풍력,24.0,2019-10-30,2022-09-30,
1562,김안기,리미트솔라,"전북  군산시  옥도면  관리도,  방축도,  횡경도일원",풍력,99.0,2019-10-30,2020-11-30,양수인가
1563,이호혁,여수안포시에너지,전남  여수시  화양면  안포리  1898-18  앞  공유수면,태양광,14.0,2019-10-30,2022-08-31,
1564,박근식,대한그린에너지,전남  영광군  백수읍  하사리  1874-3번지외  12필지,태양광,25.0,2019-10-30,2022-07-31,
1565,강향원,전국녹색연합,"경북  안동시  임하면  신덕리  산93,  96,  97,  100-1, 100-2",태양광,9.874,2019-10-30,2022-08-31,
1566,강경원,쏠라뱅크,"경북  안동시  임하면  신덕리  산93,  96,  97,  100-1, 100-2",태양광,9.837,2019-10-30,2022-08-31,
1567,사장,한국농어촌공사,충남  당진시  석문면  삼화리  1431  일원,태양광(수상),20.0,2019-10-30,2022-07-31,
1568,윤을진,석문호수상태양광,"충남  당진시  석문면  삼화리  1431,  통정리  1255일원",태양광(수상),80.0,2019-10-30,2022-07-31,
1569,이학수,한국수자원공사,"경남  합천군  봉산면,  용주면  일원",태양광,40.32,2019-10-30,2022-04-30,
1570,최재영,태안창기태양광발전,"충남  태안군  안면읍  창기리 209-339, 209-354, 209-355, 209-361, 209-362,    209-387",태양광,8.0,2019-10-30,2022-05-31,
